province_id,province_name_en,province_name_ne,district_id,district_name_en,district_name_ne,local_level_id,local_level_name_en,local_level_name_ne,local_level_type_id,local_level_type_code,local_level_type_en,local_level_type_ne
1,Koshi Province,कोशी प्रदेश,1,Bhojpur,भोजपुर,2,Bhojpur,भोजपुर,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,1,Bhojpur,भोजपुर,1,Shadanand,षडानन्द,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,1,Bhojpur,भोजपुर,5,Aamchok,आमचोक,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,1,Bhojpur,भोजपुर,7,Arun,अरुण,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,1,Bhojpur,भोजपुर,3,Hatuwagadhi,हतुवागढी,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,1,Bhojpur,भोजपुर,8,Pauwadungma,पौवादुङमा,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,1,Bhojpur,भोजपुर,4,Ramprasad Rai,रामप्रसाद राई,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,1,Bhojpur,भोजपुर,9,Salpasilichho,साल्पासिलिछो,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,1,Bhojpur,भोजपुर,6,Tyamke Maiyum,टेम्केमैयुङ,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,2,Dhankuta,धनकुटा,10,Dhankuta,धनकुटा,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,2,Dhankuta,धनकुटा,12,Mahalaxmi,महालक्ष्मी,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,2,Dhankuta,धनकुटा,11,Pakhribas,पाख्रिबास,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,2,Dhankuta,धनकुटा,14,Chaubise,चौविसे,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,2,Dhankuta,धनकुटा,16,Chhathar Jorpati,छथर जोरपाटी,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,2,Dhankuta,धनकुटा,15,Sahidbhumi,सहिदभूमि,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,2,Dhankuta,धनकुटा,13,Sangurigadhi,साँगुरीगढी,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,3,Ilam,इलाम,19,Deumai,देउमाई,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,3,Ilam,इलाम,18,Ilam,ईलाम,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,3,Ilam,इलाम,22,Mai,माई,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,3,Ilam,इलाम,17,Suryodaya,सूर्योदय,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,3,Ilam,इलाम,23,Chulachuli,चुलाचुली,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,3,Ilam,इलाम,20,Maijogmai,माईजोगमाई,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,3,Ilam,इलाम,25,Mangsebung,माङसेबुङ,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,3,Ilam,इलाम,21,Phakphokthum,फाकफोकथुम,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,3,Ilam,इलाम,24,Rong,रोङ,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,3,Ilam,इलाम,26,Sandakpur,सन्दकपुर,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,4,Jhapa,झापा,32,Arjundhara,अर्जुनधारा,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,4,Jhapa,झापा,30,Bhadrapur,भद्रपुर,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,4,Jhapa,झापा,28,Birtamod,विर्तामोड,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,4,Jhapa,झापा,29,Damak,दमक,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,4,Jhapa,झापा,33,Gauradaha,गौरादह,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,4,Jhapa,झापा,34,Kankai,कन्काई,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,4,Jhapa,झापा,27,Mechinagar,मेचीनगर,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,4,Jhapa,झापा,31,Shivasatakshi,शिवशताक्षी,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,4,Jhapa,झापा,39,Barhadashi,बाह्रदशी,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,4,Jhapa,झापा,36,Buddha Shanti,बुद्धशान्ति,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,4,Jhapa,झापा,40,Gaurigunj,गौरीगंज,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,4,Jhapa,झापा,41,Haldibari,हल्दिवारी,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,4,Jhapa,झापा,38,Jhapa,झापा,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,4,Jhapa,झापा,37,Kachankawal,कचनकवल,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,4,Jhapa,झापा,35,Kamal,कमल,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,5,Khotang,खोटाँग,42,Diktel Rupakot Majhuwagadhi,दिक्तेल रुपाकोट मझुवागढी,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,5,Khotang,खोटाँग,43,Halesi Tuwachung,हलेसी तुवाचुङ,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,5,Khotang,खोटाँग,46,Aiselukharka,ऐसेलुखर्क,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,5,Khotang,खोटाँग,49,Barahpokhari,वराहपोखरी,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,5,Khotang,खोटाँग,45,Diprung Chuichumma,दिप्रुङ चुइचुम्मा,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,5,Khotang,खोटाँग,47,Jantedhunga,जन्तेढुंगा,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,5,Khotang,खोटाँग,48,Kepilasgadhi,केपिलासगढी,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,5,Khotang,खोटाँग,44,Khotehang,खोटेहाङ,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,5,Khotang,खोटाँग,50,Rawa Besi,रावा बेसी,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,5,Khotang,खोटाँग,51,Sakela,साकेला,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,6,Morang,मोरंग,60,Biratnagar,विराटनगर,1,METROPOLITAN_CITY,Metropolitan City,महानगरपालिका
1,Koshi Province,कोशी प्रदेश,6,Morang,मोरंग,53,Belbari,बेलवारी,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,6,Morang,मोरंग,59,Letang,लेटाङ,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,6,Morang,मोरंग,54,Pathari Shanischare,पथरी शनिश्चरे,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,6,Morang,मोरंग,57,Rangeli,रंगेली,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,6,Morang,मोरंग,55,Ratuwamai,रतुवामाई,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,6,Morang,मोरंग,58,Sunawarshi,सुनवर्षि,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,6,Morang,मोरंग,52,Sundar Haraicha,सुन्दरहरैचा,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,6,Morang,मोरंग,56,Urlabari,उर्लावारी,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,6,Morang,मोरंग,62,Budi Ganga,बुढीगंगा,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,6,Morang,मोरंग,64,Dhanpalthan,धनपालथान,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,6,Morang,मोरंग,66,Gramthan,ग्रामथान,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,6,Morang,मोरंग,61,Jahada,जहदा,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,6,Morang,मोरंग,65,Kanepokhari,कानेपोखरी,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,6,Morang,मोरंग,63,Katahari,कटहरी,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,6,Morang,मोरंग,67,Kerabari,केरावारी,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,6,Morang,मोरंग,68,Miklajung,मिक्लाजुङ,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,7,Okhaldhunga,ओखलढुंगा,69,Siddhicharan,सिद्दिचरण,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,7,Okhaldhunga,ओखलढुंगा,74,Champadevi,चम्पादेवी,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,7,Okhaldhunga,ओखलढुंगा,71,Chisankhugadhi,चिशंखुगढी,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,7,Okhaldhunga,ओखलढुंगा,70,Khiji Demba,खिजिदेम्बा,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,7,Okhaldhunga,ओखलढुंगा,76,Likhu,लिखु,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,7,Okhaldhunga,ओखलढुंगा,75,Manebhanjyang,मानेभञ्याङ,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,7,Okhaldhunga,ओखलढुंगा,72,Molung,मोलुङ,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,7,Okhaldhunga,ओखलढुंगा,73,Sunkoshi,सुनकोशी,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,8,Panchthar,पांचथर,77,Phidim,फिदिम,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,8,Panchthar,पांचथर,80,Hilihang,हिलिहाङ,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,8,Panchthar,पांचथर,83,Kummayak,कुम्मायक,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,8,Panchthar,पांचथर,78,Miklajung,मिक्लाजुङ,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,8,Panchthar,पांचथर,81,Phalelung,फालेलुङ,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,8,Panchthar,पांचथर,79,Phalgunanda,फाल्गुनन्द,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,8,Panchthar,पांचथर,84,Tumbewa,तुम्बेवा,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,8,Panchthar,पांचथर,82,Yangwarak,याङवरक,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,9,Sankhuwasabha,संखुवासभा,86,Chainpur,चैनपुर,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,9,Sankhuwasabha,संखुवासभा,87,Dharmadevi,धर्मदेवी,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,9,Sankhuwasabha,संखुवासभा,85,Khandbari,खाँदवारी,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,9,Sankhuwasabha,संखुवासभा,89,Madi,मादी,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,9,Sankhuwasabha,संखुवासभा,88,Panchkhapan,पाँचखपन,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,9,Sankhuwasabha,संखुवासभा,94,BhotKhola,भोटखोला,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,9,Sankhuwasabha,संखुवासभा,93,Chichila,चिचिला,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,9,Sankhuwasabha,संखुवासभा,90,Makalu,मकालु,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,9,Sankhuwasabha,संखुवासभा,92,Sabhapokhari,सभापोखरी,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,9,Sankhuwasabha,संखुवासभा,91,Silichong,सिलीचोङ,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,10,Solukhumbu,सोलुखुम्बू,95,Solu Dudhkunda,सोलुदुधकुण्ड,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,10,Solukhumbu,सोलुखुम्बू,101,Khumbu PasangLhamu,खुम्वु पासाङल्हमु,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,10,Solukhumbu,सोलुखुम्बू,102,Likhu Pike,लिखु पिके,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,10,Solukhumbu,सोलुखुम्बू,99,Maha Kulung,माहाकुलुङ,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,10,Solukhumbu,सोलुखुम्बू,96,Mapya Dudhkoshi,माप्य दुधकोशी,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,10,Solukhumbu,सोलुखुम्बू,97,Necha Salyan,नेचासल्यान,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,10,Solukhumbu,सोलुखुम्बू,100,Sotang,सोताङ,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,10,Solukhumbu,सोलुखुम्बू,98,Thulung Dudhkoshi,थुलुङ दुधकोशी,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,11,Sunsari,सुनसरी,108,Dharan,धरान,2,SUB_METROPOLITAN_CITY,Sub-Metropolitan City,उपमहानगरपालिका
1,Koshi Province,कोशी प्रदेश,11,Sunsari,सुनसरी,107,Itahari,ईटहरी,2,SUB_METROPOLITAN_CITY,Sub-Metropolitan City,उपमहानगरपालिका
1,Koshi Province,कोशी प्रदेश,11,Sunsari,सुनसरी,103,BarahaKshetra,बराहक्षेत्र,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,11,Sunsari,सुनसरी,105,Duhabi,दुहवी,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,11,Sunsari,सुनसरी,104,Inaruwa,ईनरुवा,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,11,Sunsari,सुनसरी,106,Ramdhuni,रामधुनी,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,11,Sunsari,सुनसरी,114,Barju,बर्जु,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,11,Sunsari,सुनसरी,111,Bhokraha Narsingh,भोक्राहा नरसिंह,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,11,Sunsari,सुनसरी,112,Dewangunj,देवानगञ्ज,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,11,Sunsari,सुनसरी,113,Gadhi,गढी,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,11,Sunsari,सुनसरी,110,Harinagar,हरिनगर,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,11,Sunsari,सुनसरी,109,Koshi,कोशी,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,12,Taplejung,ताप्लेजुंग,115,Phungling,फुङलिङ,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,12,Taplejung,ताप्लेजुंग,117,Aathrai Triveni,आठराई त्रिवेणी,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,12,Taplejung,ताप्लेजुंग,122,Maiwa Khola,मैवाखोला,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,12,Taplejung,ताप्लेजुंग,119,Meringden,मेरिङदेन,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,12,Taplejung,ताप्लेजुंग,123,Mikwa Khola,मिक्वाखोला,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,12,Taplejung,ताप्लेजुंग,118,Pathibhara Yangwarak,पाथीभरा याङवरक,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,12,Taplejung,ताप्लेजुंग,121,Phaktanglung,फक्ताङलुङ,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,12,Taplejung,ताप्लेजुंग,120,Sidingwa,सिदिङ्वा,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,12,Taplejung,ताप्लेजुंग,116,Sirijangha,सिरीजङ्घा,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,13,Terhathum,तेह्रथुम,125,Laligurans,लालीगुराँस,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,13,Terhathum,तेह्रथुम,124,Myanglung,म्याङलुङ,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,13,Terhathum,तेह्रथुम,126,Aathrai,आठराई,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,13,Terhathum,तेह्रथुम,128,Chhathar,छथर,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,13,Terhathum,तेह्रथुम,129,Menchayayem,मेन्छयायेम,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,13,Terhathum,तेह्रथुम,127,Phedap,फेदाप,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,14,Udayapur,उदयपुर,133,Belaka,वेलका,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,14,Udayapur,उदयपुर,132,Chaudandigadhi,चौदण्डीगढी,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,14,Udayapur,उदयपुर,131,Katari,कटारी,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,14,Udayapur,उदयपुर,130,Triyuga,त्रियुगा,3,MUNICIPALITY,Municipality,नगरपालिका
1,Koshi Province,कोशी प्रदेश,14,Udayapur,उदयपुर,137,Limchungbung,लिम्चुङ्बुङ,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,14,Udayapur,उदयपुर,135,Rautamai,रौतामाई,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,14,Udayapur,उदयपुर,136,Tapli,ताप्ली,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
1,Koshi Province,कोशी प्रदेश,14,Udayapur,उदयपुर,134,Udayapurgadhi,उदयपुरगढी,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
2,Madhesh Province,मधेश प्रदेश,16,Bara,बारा,153,Jitpur Simara,जीतपुर सिमरा,2,SUB_METROPOLITAN_CITY,Sub-Metropolitan City,उपमहानगरपालिका
2,Madhesh Province,मधेश प्रदेश,16,Bara,बारा,152,Kalaiya,कलैया,2,SUB_METROPOLITAN_CITY,Sub-Metropolitan City,उपमहानगरपालिका
2,Madhesh Province,मधेश प्रदेश,16,Bara,बारा,154,Kolhabi,कोल्हवी,3,MUNICIPALITY,Municipality,नगरपालिका
2,Madhesh Province,मधेश प्रदेश,16,Bara,बारा,156,Mahagadhimai,महागढीमाई,3,MUNICIPALITY,Municipality,नगरपालिका
2,Madhesh Province,मधेश प्रदेश,16,Bara,बारा,155,Nijgadh,निजगढ,3,MUNICIPALITY,Municipality,नगरपालिका
2,Madhesh Province,मधेश प्रदेश,16,Bara,बारा,158,Pacharauta,पचरौता,3,MUNICIPALITY,Municipality,नगरपालिका
2,Madhesh Province,मधेश प्रदेश,16,Bara,बारा,157,Simaraungadh,सिम्रौनगढ,3,MUNICIPALITY,Municipality,नगरपालिका
2,Madhesh Province,मधेश प्रदेश,16,Bara,बारा,162,Adarsh Kotwal,आदर्श कोटवाल,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
2,Madhesh Province,मधेश प्रदेश,16,Bara,बारा,166,Baragadhi,बारागढी,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
2,Madhesh Province,मधेश प्रदेश,16,Bara,बारा,160,Bishrampur,विश्रामपुर,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
2,Madhesh Province,मधेश प्रदेश,16,Bara,बारा,164,Devtal,देवताल,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
2,Madhesh Province,मधेश प्रदेश,16,Bara,बारा,163,Karaiyamai,करैयामाई,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
2,Madhesh Province,मधेश प्रदेश,16,Bara,बारा,165,Parwanipur,परवानीपुर,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
2,Madhesh Province,मधेश प्रदेश,16,Bara,बारा,159,Pheta,फेटा,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
2,Madhesh Province,मधेश प्रदेश,16,Bara,बारा,161,Prasauni,प्रसौनी,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
2,Madhesh Province,मधेश प्रदेश,16,Bara,बारा,167,Suwarna,सुवर्ण,4,RURAL_MUNICIPALITY,Rural Municipality,गाउँपालिका
2,Madhesh Province,मधेश प्रदेश,20,Dhanusha,धनुषा,223,Janakpurdham,जनकपुरधाम,2,SUB_METROPOLITAN_CITY,Sub-Metropolitan City,उपमहानगरपालिका
